ont_id,splitter_id,serial,rx_power,tx_power,distance_km,status
1,92,ONT_SN_0001,-23.906878824211972,0.5815082121849455,16.210544584910366,degraded
2,41,ONT_SN_0002,-17.057900911703342,0.8279989619789945,14.149983164781702,offline
3,100,ONT_SN_0003,-21.172497429060122,1.3772144329790768,4.332810790513046,online
4,64,ONT_SN_0004,-14.603506266820801,1.9496531197481166,17.575038037898626,online
5,27,ONT_SN_0005,-24.299563449238526,1.6865572966203575,12.112102045421782,degraded
6,63,ONT_SN_0006,-13.819782003139137,1.8005883717469078,0.4845702793340343,online
7,17,ONT_SN_0007,-17.133012428857498,1.4585578571525746,4.820818678928385,online
8,73,ONT_SN_0008,-25.943188598997622,1.7314840438844856,4.9146254085825225,online
9,33,ONT_SN_0009,-20.538917484334704,1.1580348756293244,1.5258012212597207,online
10,84,ONT_SN_0010,-12.456673468966775,1.4403651853933301,17.288929369943943,online
11,77,ONT_SN_0011,-11.386715827627274,1.9885581311899112,8.76511871399385,online
12,92,ONT_SN_0012,-19.617397798261365,2.243665557946242,16.15591837348231,offline
13,29,ONT_SN_0013,-19.344934394396674,1.3673106679127778,6.003214410969921,degraded
14,13,ONT_SN_0014,-11.467814951092578,0.5873233154147224,2.5166341966610397,offline
15,46,ONT_SN_0015,-17.43277196554179,0.8233450882936053,8.695749145339986,online
16,35,ONT_SN_0016,-27.40875993561811,0.5417222785830762,2.3170324344434134,online
17,6,ONT_SN_0017,-11.570509668175681,1.8065260384746602,8.902474402702458,degraded
18,82,ONT_SN_0018,-23.531924030371265,1.1646292507102178,16.589260107583517,offline
19,69,ONT_SN_0019,-17.602624826352148,1.584957271438735,9.517596110465565,degraded
20,47,ONT_SN_0020,-25.020760286296472,1.4865536935675991,11.212045166042978,offline
21,25,ONT_SN_0021,-27.39017511556129,0.6630529791048534,3.072500334436407,online
22,66,ONT_SN_0022,-22.393482919610367,1.3065227222476636,1.07412057807546,degraded
23,10,ONT_SN_0023,-13.951077264170422,0.9411222498446465,2.2613009305825846,degraded
24,56,ONT_SN_0024,-23.003430892670472,1.3367995773353054,10.894008889613273,online
25,30,ONT_SN_0025,-24.038250146540253,0.9071565606844854,1.9817070721637924,degraded
26,5,ONT_SN_0026,-24.171745881857927,2.180904812553867,6.955074151961211,offline
27,33,ONT_SN_0027,-18.726873716677375,0.8483866731565073,10.036627346109361,offline
28,65,ONT_SN_0028,-10.440256317710386,2.421561102973954,7.1791545357482915,offline
29,18,ONT_SN_0029,-19.738198215693764,1.3318147322938816,3.197203285935836,offline
30,96,ONT_SN_0030,-17.968503359979138,2.1924905840380986,5.146106142999685,online
31,49,ONT_SN_0031,-12.508623677966789,1.7575296364118902,16.731220331419813,degraded
32,11,ONT_SN_0032,-18.368745059194147,1.9707005973315053,12.26488627787849,offline
33,85,ONT_SN_0033,-24.679668314460592,2.0354477761335605,9.080046744633993,online
34,26,ONT_SN_0034,-22.607273588203412,1.5096897637860356,0.5250535527680152,degraded
35,63,ONT_SN_0035,-22.421135327165004,1.5866010467265768,17.86575258866362,degraded
36,89,ONT_SN_0036,-20.848273921763237,1.52799173561745,12.184752347635186,online
37,86,ONT_SN_0037,-20.317799703938512,1.6761167561801584,5.909527849005525,online
38,59,ONT_SN_0038,-13.603923602663151,0.5587888915130146,15.863055281961737,offline
39,27,ONT_SN_0039,-21.711034017112006,1.2910303396980305,4.87423967916518,degraded
40,49,ONT_SN_0040,-19.571827088055173,1.712377427122343,9.929093451534703,degraded
41,77,ONT_SN_0041,-16.750432233081057,1.6954471305117287,11.558452518017903,online
42,33,ONT_SN_0042,-21.200932946076954,2.085912189211263,4.212821674730994,degraded
43,98,ONT_SN_0043,-12.941833360738007,1.810018677664217,17.61763183477055,offline
44,99,ONT_SN_0044,-17.425835123786662,2.4842666326813445,13.542996735828257,degraded
45,1,ONT_SN_0045,-22.707195774022512,1.06770905721729,10.173294091545937,online
46,21,ONT_SN_0046,-15.146934403783092,1.218302059332463,3.4965243877028254,online
47,55,ONT_SN_0047,-18.502340857393854,1.2676943037355926,1.2532902638650625,offline
48,6,ONT_SN_0048,-18.379793957369557,1.431625614040497,5.965059035621407,offline
49,92,ONT_SN_0049,-19.340416929023455,2.171996127562419,13.63141584566723,degraded
50,81,ONT_SN_0050,-19.05378492121752,0.9715841879184197,5.067163979945843,degraded
51,69,ONT_SN_0051,-14.223586940807667,2.052000414070859,9.85014510277044,online
52,95,ONT_SN_0052,-26.14633337203632,1.3106203661714868,13.184665028134154,offline
53,5,ONT_SN_0053,-21.98146939641132,1.703710767324017,2.2106037492424186,offline
54,3,ONT_SN_0054,-26.640939451529995,1.7650810664526122,12.429774885250959,offline
55,53,ONT_SN_0055,-14.441568026545884,1.245697274377869,1.9261147124677913,degraded
56,23,ONT_SN_0056,-23.09856661503461,1.5252304104116103,17.38279643564784,offline
57,53,ONT_SN_0057,-11.846252623260085,1.326062349295394,8.944576102149432,online
58,37,ONT_SN_0058,-18.52158760013271,0.6382655723732389,2.9669671064648293,online
59,74,ONT_SN_0059,-13.586504113249822,1.374330777633653,6.360190357793773,degraded
60,74,ONT_SN_0060,-10.379234158912698,0.6947867851071043,7.617471152526127,degraded
61,83,ONT_SN_0061,-12.88380052978173,1.310041598160643,13.719874696054712,offline
62,17,ONT_SN_0062,-12.394112319792576,1.6858367996635637,13.458601013555985,degraded
63,85,ONT_SN_0063,-20.656279083432796,1.6588297986870015,11.13134694447076,online
64,78,ONT_SN_0064,-18.068993285331885,1.8252425580166407,2.174973612285325,offline
65,73,ONT_SN_0065,-23.43000584722052,0.6905230159092526,2.9827778771018223,online
66,1,ONT_SN_0066,-24.46996420551785,1.8042464910608758,1.9594974954263522,offline
67,51,ONT_SN_0067,-18.90085817609139,1.1242961133928941,10.515958264189637,degraded
68,45,ONT_SN_0068,-17.28911836539243,1.2980918922742222,15.825350414751851,offline
69,77,ONT_SN_0069,-21.89311757386856,2.2159725078454118,7.97826906690946,offline
70,4,ONT_SN_0070,-17.750016680256994,0.5180608082591005,3.1470126790521076,online
71,62,ONT_SN_0071,-12.025711314756947,1.676825266681211,10.177349155136717,online
72,65,ONT_SN_0072,-17.979011473899412,1.6974279602002151,14.668014238523064,offline
73,32,ONT_SN_0073,-15.02536426641088,1.293319552687124,13.42830348877886,degraded
74,34,ONT_SN_0074,-13.504330587557709,0.9740557142166724,15.901678800247879,degraded
75,92,ONT_SN_0075,-10.202881924802028,0.9693480765231022,5.21886712130496,online
76,95,ONT_SN_0076,-17.142446760814366,2.2674193393215054,3.732983450639615,degraded
77,72,ONT_SN_0077,-13.476697318673452,1.384048747565715,15.872751801172315,online
78,39,ONT_SN_0078,-10.672312266012256,1.1617787259783439,11.938817536171008,degraded
79,26,ONT_SN_0079,-11.000624939609079,1.397555147662806,5.803442061133708,offline
80,34,ONT_SN_0080,-25.460526722001156,1.8387808029187227,13.439560495133414,online
81,54,ONT_SN_0081,-20.684938451076604,0.7915131364895034,14.727595405302512,online
82,3,ONT_SN_0082,-22.168178900077606,1.3988676704274754,11.185114854038043,offline
83,50,ONT_SN_0083,-26.435349730893712,1.6757687422207739,12.475548744874498,online
84,12,ONT_SN_0084,-16.60166605160271,2.3971667097028675,6.942100308635194,degraded
85,65,ONT_SN_0085,-14.753716962471959,1.0050555641508385,9.834913311971793,degraded
86,54,ONT_SN_0086,-12.733694281596097,1.2185014958324911,9.577617321853072,online
87,5,ONT_SN_0087,-25.790015986071246,1.2587171798448475,15.310445903014662,degraded
88,94,ONT_SN_0088,-12.224006634244711,1.7110763152897657,15.16736245099463,online
89,94,ONT_SN_0089,-16.42733985494344,1.2134641060800033,15.038444307442665,offline
90,57,ONT_SN_0090,-15.32896956750683,1.5670238505993912,0.49525957244564456,online
91,17,ONT_SN_0091,-11.608767936274528,2.063580659690059,13.566955075099322,offline
92,47,ONT_SN_0092,-16.75429712122148,1.9107711882244072,13.728572104964787,degraded
93,23,ONT_SN_0093,-21.95441457130297,1.3927372930251711,12.307305164536011,offline
94,79,ONT_SN_0094,-13.148068034392123,2.228432355348338,13.685884444678711,degraded
95,85,ONT_SN_0095,-21.46493418048837,1.6162804991877258,15.202875575491744,online
96,14,ONT_SN_0096,-27.383894005230477,1.579811679004425,8.624647257601607,degraded
97,66,ONT_SN_0097,-13.048218881825505,0.5683755318783164,9.186288778745515,online
98,75,ONT_SN_0098,-21.78654139213704,2.473385960714323,2.5074388073316114,online
99,51,ONT_SN_0099,-14.070978582375876,0.7459416170592534,7.121153129938303,offline
100,38,ONT_SN_0100,-21.47035789601298,0.9622618248552932,11.687563684438583,offline
101,64,ONT_SN_0101,-12.50077564045501,0.6033936744830539,14.11307603780676,offline
102,98,ONT_SN_0102,-24.048810548542743,1.7800059336738274,4.144601029134427,offline
103,38,ONT_SN_0103,-10.458149226420343,0.94940235394536,2.7394653151184665,degraded
104,50,ONT_SN_0104,-13.964342053815447,0.860020874945447,12.035843479658713,degraded
105,98,ONT_SN_0105,-25.943717333432858,0.6771111684464828,0.33327393839091835,degraded
106,82,ONT_SN_0106,-17.81602084060191,0.7066179142480313,3.4571947422397376,online
107,30,ONT_SN_0107,-10.263388379648777,1.6693414008851775,0.8145634320879811,degraded
108,79,ONT_SN_0108,-19.520821851511343,1.8764157317331909,3.253866586031215,degraded
109,91,ONT_SN_0109,-24.722071501211502,1.294757976928802,3.5093512546814423,degraded
110,51,ONT_SN_0110,-19.273989391293767,1.4597941631841465,7.1618226270819765,offline
111,63,ONT_SN_0111,-18.775762194125413,1.8719354719659682,7.42119010695204,degraded
112,98,ONT_SN_0112,-14.64963500388402,0.5347595803709593,15.774445729801208,online
113,52,ONT_SN_0113,-15.420774643103721,1.146261314140557,9.328941911229206,offline
114,38,ONT_SN_0114,-20.75409921525435,2.446195496140693,13.104264351337468,online
115,97,ONT_SN_0115,-24.075584065106444,1.660224459390936,2.1432312351890874,degraded
116,88,ONT_SN_0116,-16.389024980152072,1.0084491597949865,4.290265971707381,offline
117,79,ONT_SN_0117,-20.409329178040927,1.5434600932724263,12.74209890532258,online
118,30,ONT_SN_0118,-25.619028199744054,1.1853069762418307,1.2346301002929472,degraded
119,51,ONT_SN_0119,-11.789698577745057,1.5644899776525982,8.91277862171443,online
120,81,ONT_SN_0120,-15.558006563026222,0.7514830236132977,10.908830692233929,online
121,5,ONT_SN_0121,-15.702690583981335,0.7654293076385548,10.957977899728915,online
122,29,ONT_SN_0122,-13.19349023358987,0.7870847240787857,0.7059107594443439,degraded
123,4,ONT_SN_0123,-18.466089784208542,2.3796395838536837,6.001311674856583,degraded
124,10,ONT_SN_0124,-13.329020288755771,1.9657978366826836,11.565884523570027,online
125,56,ONT_SN_0125,-19.034366436801896,0.8247637893246418,2.937295329841609,offline
126,17,ONT_SN_0126,-26.79084280151722,0.8766981675312029,12.608856975406542,offline
127,74,ONT_SN_0127,-20.705534415501603,1.9616589497417527,13.50287619600204,degraded
128,17,ONT_SN_0128,-19.04563190836197,0.8123276895843479,17.68085467089677,degraded
129,84,ONT_SN_0129,-15.036353530618676,0.9691225866696573,4.014203308958447,degraded
130,88,ONT_SN_0130,-26.081582857683863,2.426693665640798,14.904812817690239,degraded
131,69,ONT_SN_0131,-25.479666304111916,1.0106130494568637,9.509249411460177,degraded
132,34,ONT_SN_0132,-23.253691552576903,1.8232647007422935,6.91028795175187,offline
133,6,ONT_SN_0133,-23.20302891932412,2.457262574801061,2.4660686046556495,degraded
134,53,ONT_SN_0134,-14.820677587736878,1.2485935342795853,13.318449234829416,online
135,66,ONT_SN_0135,-23.48684810989124,0.5350319817241245,4.4746795048432615,online
136,77,ONT_SN_0136,-16.604234859565942,0.9882945808447485,6.874169433152909,offline
137,43,ONT_SN_0137,-19.103070697511114,2.161754382683411,1.4069974160834213,online
138,75,ONT_SN_0138,-17.68070119277079,2.2292176719100736,14.484194410005486,offline
139,23,ONT_SN_0139,-12.914074662790675,2.037038729047582,13.868616874298088,offline
140,55,ONT_SN_0140,-20.721132972117562,0.726219638153146,13.285000191748932,online
141,80,ONT_SN_0141,-14.123595212843131,2.0910207433928063,5.600150135706394,degraded
